"","Bed","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population","X.1","Latitude","Longitude","Elevation","Date_propagated","Date_planted","Mother_LS","Cutting_length","Cutting_diameter"
"2325","CF",2016,"Salix pulchra","Common_garden",NA,8,11,"2021",16.5,25.5,17.3,12,42,38,33,12,14,17,"KP16SP52","5",14.3333333333333,37.6666666666667,21.4,"Southern",2827,NA,NA,NA,NA,NA,NA,NA,NA
"2326","CF",2016,"Salix pulchra","Common_garden",NA,8,11,"2021",26,10,7,8,21,23,22,9,8,11,"KP16SP55","5",9.33333333333333,22,8.5,"Southern",2828,NA,NA,NA,NA,NA,NA,NA,NA
"2327","JG",2016,"Salix pulchra","Common_garden",NA,8,11,"2021",23,42.5,29,12,29,27,35,27,29,19,"KP16SP56","5",25,30.3333333333333,35.75,"Southern",2829,NA,NA,NA,NA,NA,NA,NA,NA
"2328","JG",2016,"Salix pulchra","Common_garden",NA,8,11,"2021",17,55,27.5,14,30,26,27,19,13,17,"KP16SP59","5",16.3333333333333,27.6666666666667,41.25,"Southern",2830,NA,NA,NA,NA,NA,NA,NA,NA
"2329","JG",2016,"Salix pulchra","Common_garden",NA,8,11,"2021",17.2,25,23,20,45,37,33,39,11,14,"KP16SP60","5",21.3333333333333,38.3333333333333,24,"Southern",2831,NA,NA,NA,NA,NA,NA,NA,NA
"2330","IR",2016,"Salix richardsonii","Common_garden",NA,8,11,"2021",31.2,11.7,12.1,17,25,26,27,17,21,32,"KP16SR26","5",23.3333333333333,26,11.9,"Southern",2832,NA,NA,NA,NA,NA,NA,NA,NA
"2331","IR",2016,"Salix richardsonii","Common_garden",NA,8,11,"2021",35.6,28.8,17.5,24,43,42,46,52,44,34,"KP16SR27","5",43.3333333333333,43.6666666666667,23.15,"Southern",2833,NA,NA,NA,NA,NA,NA,NA,NA
"2332","GD",2016,"Salix richardsonii","Common_garden",NA,8,9,"2021",33,27,23,20,36,39,42,69,107,57,"KP16SR36","5",77.6666666666667,39,25,"Southern",2834,NA,NA,NA,NA,NA,NA,NA,NA
"2333","GD",2016,"Salix richardsonii","Common_garden",NA,8,9,"2021",73,46,49,32,42,44,47,405,115,70,"KP16SR37","5",196.666666666667,44.3333333333333,47.5,"Southern",2835,NA,NA,NA,NA,NA,NA,NA,NA
"2334","LB",2016,"Salix richardsonii","Common_garden",NA,8,9,"2021",28,27.5,16.5,16,40,33,35,39,29,63,"KP16SR41","5",43.6666666666667,36,22,"Southern",2836,NA,NA,NA,NA,NA,NA,NA,NA
"2335","GD",2016,"Salix richardsonii","Common_garden",NA,8,9,"2021",20.5,26,22,14,43,40,35,57,19,42,"KP16SR51","5",39.3333333333333,39.3333333333333,24,"Southern",2837,NA,NA,NA,NA,NA,NA,NA,NA
"2336","GD",2016,"Salix richardsonii","Common_garden",NA,8,9,"2021",44,53,36,16,42,49,41,40,52,38,"KP16SR52","5",43.3333333333333,44,44.5,"Southern",2838,NA,NA,NA,NA,NA,NA,NA,NA
"2337","GD",2016,"Salix richardsonii","Common_garden",NA,8,9,"2021",14.5,26.5,25,12,37,36,32,36,19,32,"KP16SR53","5",29,35,25.75,"Southern",2839,NA,NA,NA,NA,NA,NA,NA,NA
"2338","EW",2016,"Salix richardsonii","Common_garden",NA,8,11,"2021",56.5,37.4,51.9,21,36,42,40,45,57,178,"KP16SR57","5",93.3333333333333,39.3333333333333,44.65,"Southern",2840,NA,NA,NA,NA,NA,NA,NA,NA
"2339","EW",2016,"Salix richardsonii","Common_garden",NA,8,11,"2021",26.4,40.5,23.7,19,41,44,42,68,88,115,"KP16SR58","5",90.3333333333333,42.3333333333333,32.1,"Southern",2841,NA,NA,NA,NA,NA,NA,NA,NA
"2340","EW",2016,"Salix richardsonii","Common_garden",NA,8,11,"2021",37.8,26,22.5,14,51,48,45,82,55,14,"KP16SR60","5",50.3333333333333,48,24.25,"Southern",2842,NA,NA,NA,NA,NA,NA,NA,NA
"2341","IMS",2017,"Salix pulchra","Common_garden",NA,8,9,"2021",19.9,15.4,8.8,11,26,25,29,22,8,11,"KP17SP1","4",13.6666666666667,26.6666666666667,12.1,"Southern",2847,NA,NA,NA,NA,NA,NA,NA,NA
"2342","AB",2017,"Salix pulchra","Common_garden",NA,8,11,"2021",30.4,22.2,14.1,8,39,39,37,110,47,23,"KP17SP12","4",60,38.3333333333333,18.15,"Southern",2848,NA,NA,NA,NA,NA,NA,NA,NA
"2343","IMS",2017,"Salix pulchra","Common_garden",NA,8,9,"2021",21.5,20.5,14.5,12,25,25,32,10,8,7,"KP17SP2","4",8.33333333333333,27.3333333333333,17.5,"Southern",2849,NA,NA,NA,NA,NA,NA,NA,NA
"2344","SL",2017,"Salix pulchra","Common_garden",NA,8,9,"2021",35,43,28,11,38,32,47,54,90,39,"KP17SP5","4",61,39,35.5,"Southern",2850,NA,NA,NA,NA,NA,NA,NA,NA
"2345","AB",2017,"Salix pulchra","Common_garden",NA,8,11,"2021",14.8,22.8,11.8,9,29,28,21,11,20,14,"KP17SP9","4",15,26,17.3,"Southern",2851,NA,NA,NA,NA,NA,NA,NA,NA
"2346","LB",2017,"Salix richardsonii","Common_garden",NA,8,9,"2021",22.5,33,18,27,42,44,40,37,17,35,"KP17SR1","4",29.6666666666667,42,25.5,"Southern",2852,NA,NA,NA,NA,NA,NA,NA,NA
"2347","LB",2017,"Salix richardsonii","Common_garden",NA,8,9,"2021",26,27.5,17.5,14,31,35,34,40,25,62,"KP17SR2","4",42.3333333333333,33.3333333333333,22.5,"Southern",2853,NA,NA,NA,NA,NA,NA,NA,NA
"2348","LB",2017,"Salix richardsonii","Common_garden",NA,8,9,"2021",38,40,29,11,43,42,41,70,30,45,"KP17SR3","4",48.3333333333333,42,34.5,"Southern",2854,NA,NA,NA,NA,NA,NA,NA,NA
"2349","LB",2017,"Salix richardsonii","Common_garden",NA,8,9,"2021",27,39,19,16,32,35,33,27,36,32,"KP17SR4","4",31.6666666666667,33.3333333333333,29,"Southern",2855,NA,NA,NA,NA,NA,NA,NA,NA
"2350","JG",2018,"Salix pulchra","Common_garden",NA,8,11,"2021",25,31,27,9,28,30,23,24,13,7,"KP18SP1","3",14.6666666666667,27,29,"Southern",2862,NA,NA,NA,NA,NA,NA,NA,NA
"2351","JG",2018,"Salix pulchra","Common_garden",NA,8,11,"2021",32.5,31,21,17,27,32,27,26,21,12,"KP18SP2","3",19.6666666666667,28.6666666666667,26,"Southern",2863,NA,NA,NA,NA,NA,NA,NA,NA
"2352","JG",2018,"Salix pulchra","Common_garden",NA,8,11,"2021",23,7,8,11,24,23,19,6,8,5,"KP18SP3","3",6.33333333333333,22,7.5,"Southern",2864,NA,NA,NA,NA,NA,NA,NA,NA
"2353","JG",2018,"Salix pulchra","Common_garden",NA,8,11,"2021",24.5,16,11,9,27,25,28,21,16,11,"KP18SP4","3",16,26.6666666666667,13.5,"Southern",2865,NA,NA,NA,NA,NA,NA,NA,NA
"2354","MG",2018,"Salix pulchra","Common_garden",NA,8,11,"2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SP5","3",NA,NA,NA,"Southern",2866,NA,NA,NA,NA,NA,NA,NA,NA
"2355","MG",2018,"Salix pulchra","Common_garden",NA,8,11,"2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SP6","3",NA,NA,NA,"Southern",2867,NA,NA,NA,NA,NA,NA,NA,NA
"2356","CF",2013,"Salix richardsonii","Common_garden",NA,8,11,"2021",54,89,49,36,42,44,48,54,42,66,"KPSR5","8",54,44.6666666666667,69,"Southern",2868,NA,NA,NA,NA,NA,NA,NA,NA
"2357","AB",2016,"Salix pulchra","Common_garden",NA,8,11,"2021",22.5,47.3,32.8,23,18,23,25,9,14,9,"PC16CESP7","5",10.6666666666667,22,40.05,"Southern",2870,NA,NA,NA,NA,NA,NA,NA,NA
"2358","SL",2016,"Salix pulchra","Common_garden",NA,8,9,"2021",19.5,17,12,11,36,32,34,24,21,16,"PC16CWSP7","5",20.3333333333333,34,14.5,"Southern",2871,NA,NA,NA,NA,NA,NA,NA,NA
"2359","SL",2016,"Salix pulchra","Common_garden",NA,8,9,"2021",10.5,33,18,11,27,29,28,24,19,16,"PC16CWSP9","5",19.6666666666667,28,25.5,"Southern",2872,NA,NA,NA,NA,NA,NA,NA,NA
"2360","SL",2017,"Salix pulchra","Common_garden",NA,8,9,"2021",23.6,30.5,24.5,9,29,29,28,7,39,29,"PC17SP1","4",25,28.6666666666667,27.5,"Southern",2877,NA,NA,NA,NA,NA,NA,NA,NA
"2361","JG",2017,"Salix pulchra","Common_garden",NA,8,11,"2021",8.5,16.6,7.5,8,31,32,36,13,21,17,"PC17SP10","4",17,33,12.05,"Southern",2878,NA,NA,NA,NA,NA,NA,NA,NA
"2362","SL",2017,"Salix pulchra","Common_garden",NA,8,9,"2021",4,9,8.5,10,22,20,19,7,12,10,"PC17SP3","4",9.66666666666667,20.3333333333333,8.75,"Southern",2879,NA,NA,NA,NA,NA,NA,NA,NA
"2363","SL",2017,"Salix pulchra","Common_garden",NA,8,9,"2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC17SP4","4",NA,NA,NA,"Southern",2880,NA,NA,NA,NA,NA,NA,NA,NA
"2364","CF",2017,"Salix pulchra","Common_garden",NA,8,11,"2021",8.5,28.5,21,13,26,31,36,13,26,13,"PC17SP5","4",17.3333333333333,31,24.75,"Southern",2881,NA,NA,NA,NA,NA,NA,NA,NA
"2365","CF",2017,"Salix pulchra","Common_garden",NA,8,11,"2021",5,14.5,15,11,16,18,17,9,5,6,"PC17SP6","4",6.66666666666667,17,14.75,"Southern",2882,NA,NA,NA,NA,NA,NA,NA,NA
"2366","JG",2017,"Salix pulchra","Common_garden",NA,8,11,"2021",14,10,39,5,38,27,25,37,51,38,"PC17SP7","4",42,30,24.5,"Southern",2883,NA,NA,NA,NA,NA,NA,NA,NA
"2367","JG",2017,"Salix pulchra","Common_garden",NA,8,11,"2021",9.6,19.5,14,11,29,31,30,31,22,7,"PC17SP8","4",20,30,16.75,"Southern",2884,NA,NA,NA,NA,NA,NA,NA,NA
"2368","JG",2017,"Salix pulchra","Common_garden",NA,8,11,"2021",16,17.5,16.5,12,28,27,31,11,14,19,"PC17SP9","4",14.6666666666667,28.6666666666667,17,"Southern",2885,NA,NA,NA,NA,NA,NA,NA,NA
"2369","LB",2017,"Salix richardsonii","Common_garden",NA,8,9,"2021",16,25,18,13,35,36,30,94,42,25,"PC17SR1","4",53.6666666666667,33.6666666666667,21.5,"Southern",2886,NA,NA,NA,NA,NA,NA,NA,NA
"2370","SW",2017,"Salix richardsonii","Common_garden",NA,8,11,"2021",31,33,19.5,12,36,41,33,47,75,52,"PC17SR10","4",58,36.6666666666667,26.25,"Southern",2887,NA,NA,NA,NA,NA,NA,NA,NA
"2371","IR",2017,"Salix richardsonii","Common_garden",NA,8,11,"2021",10.2,9.9,5.5,9,29,31,28,25,23,NA,"PC17SR12","4",NA,29.3333333333333,7.7,"Southern",2888,NA,NA,NA,NA,NA,NA,NA,NA
"2372","IR",2017,"Salix richardsonii","Common_garden",NA,8,11,"2021",13.4,18.1,12.5,13,31,29,26,12,9,33,"PC17SR13","4",18,28.6666666666667,15.3,"Southern",2889,NA,NA,NA,NA,NA,NA,NA,NA
"2373","LB",2017,"Salix richardsonii","Common_garden",NA,8,9,"2021",31.8,19.5,21,12,35,38,41,25,28,27,"PC17SR2","4",26.6666666666667,38,20.25,"Southern",2890,NA,NA,NA,NA,NA,NA,NA,NA
"2374","GD",2017,"Salix richardsonii","Common_garden",NA,8,9,"2021",64,34,23.5,12,39,43,39,47,83,42,"PC17SR4","4",57.3333333333333,40.3333333333333,28.75,"Southern",2891,NA,NA,NA,NA,NA,NA,NA,NA
"2375","GD",2017,"Salix richardsonii","Common_garden",NA,8,9,"2021",93,44,32,21,51,46,47,72,112,21,"PC17SR5","4",68.3333333333333,48,38,"Southern",2892,NA,NA,NA,NA,NA,NA,NA,NA
"2376","GD",2017,"Salix richardsonii","Common_garden",NA,8,9,"2021",39,38,37,13,36,38,39,86,46,50,"PC17SR6","4",60.6666666666667,37.6666666666667,37.5,"Southern",2893,NA,NA,NA,NA,NA,NA,NA,NA
"2377","SW",2017,"Salix richardsonii","Common_garden",NA,8,11,"2021",18,14,9.5,12,36,35,39,51,64,10,"PC17SR9","4",41.6666666666667,36.6666666666667,11.75,"Southern",2894,NA,NA,NA,NA,NA,NA,NA,NA
"2378","AB",2017,"Salix pulchra","Common_garden",NA,8,11,"2021",11.8,13.1,13,13,34,33,33,30,34,24,"PP17SP12","4",29.3333333333333,33.3333333333333,13.05,"Southern",2897,NA,NA,NA,NA,NA,NA,NA,NA
"2379","AB",2017,"Salix pulchra","Common_garden",NA,8,11,"2021",15.2,14.1,12.2,13,24,23,26,26,19,22,"PP17SP13","4",22.3333333333333,24.3333333333333,13.15,"Southern",2898,NA,NA,NA,NA,NA,NA,NA,NA
"2380","AB",2017,"Salix pulchra","Common_garden",NA,8,11,"2021",15.3,17.2,14.1,12,20,24,17,10,8,8,"PP17SP15","4",8.66666666666667,20.3333333333333,15.65,"Southern",2899,NA,NA,NA,NA,NA,NA,NA,NA
"2381","EW",2017,"Salix richardsonii","Common_garden",NA,8,11,"2021",41.6,33.5,35.8,12,42,40,42,147,78,36,"PP17SR16","4",87,41.3333333333333,34.65,"Southern",2900,NA,NA,NA,NA,NA,NA,NA,NA
"2382","EW",2017,"Salix richardsonii","Common_garden",NA,8,11,"2021",31.8,21.5,23,10,41,39,42,94,47,56,"PP17SR19","4",65.6666666666667,40.6666666666667,22.25,"Southern",2901,NA,NA,NA,NA,NA,NA,NA,NA
"2383","EW",2017,"Salix richardsonii","Common_garden",NA,8,11,"2021",36.4,51.2,39.5,9,36,39,44,231,59,55,"PP17SR20","4",115,39.6666666666667,45.35,"Southern",2902,NA,NA,NA,NA,NA,NA,NA,NA
"2384","IMS",2015,"Salix pulchra","Common_garden",NA,7,23,"2022",5.3,3,4.5,8,17,16,13,14,6,7,"H15SP1","7",9,15.3333333333333,3.75,"Northern",2903,NA,NA,NA,NA,NA,NA,NA,NA
"2385","IMS",2015,"Salix pulchra","Common_garden",NA,8,17,"2022",4,7,7.5,7,13,10,15,4,5,3,"H15SP2","7",4,12.6666666666667,7.25,"Northern",2904,NA,NA,NA,NA,NA,NA,NA,NA
"2386","IMS",2015,"Salix pulchra","Common_garden",NA,8,17,"2022",7,18,14,12,21,19,26,11,12,12,"H15SP5","7",11.6666666666667,22,16,"Northern",2905,NA,NA,NA,NA,NA,NA,NA,NA
"2387","IMS",2015,"Salix pulchra","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP6","7",NA,NA,NA,"Northern",2906,NA,NA,NA,NA,NA,NA,NA,NA
"2388","IMS",2015,"Salix pulchra","Common_garden",NA,7,23,"2022",7.9,14.5,12,9,21,15,19,13,14,12,"H15SP8","7",13,18.3333333333333,13.25,"Northern",2907,NA,NA,NA,NA,NA,NA,NA,NA
"2389","IMS",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",8.5,26,23,10,31,29,28,41,28,31,"HESP24","9",33.3333333333333,29.3333333333333,24.5,"Northern",2908,NA,NA,NA,NA,NA,NA,NA,NA
"2390","IMS",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",14,29,30,24,21,24,24,23,15,25,"HESP3","9",21,23,29.5,"Northern",2909,NA,NA,NA,NA,NA,NA,NA,NA
"2391","IMS",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",7,8.5,5.5,9,17,20,22,36,35,24,"HESP4","9",31.6666666666667,19.6666666666667,7,"Northern",2910,NA,NA,NA,NA,NA,NA,NA,NA
"2392","IMS",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",7,8.5,5.5,9,17,20,22,36,35,24,"HESP4","9",31.6666666666667,19.6666666666667,7,"Northern",2911,NA,NA,NA,NA,NA,NA,NA,NA
"2393","IMS",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",2.5,9,9.5,10,26,19,25,20,21,NA,"HESP2","9",NA,23.3333333333333,9.25,"Northern",2912,NA,NA,NA,NA,NA,NA,NA,NA
"2394","IMS",2013,"Salix pulchra","Common_garden",NA,7,23,"2022",7.5,9.2,6.1,7,17,21,18,18,18,10,"HESP4","9",15.3333333333333,18.6666666666667,7.65,"Northern",2913,NA,NA,NA,NA,NA,NA,NA,NA
"2395","IMS",2013,"Salix pulchra","Common_garden",NA,7,23,"2022",11,12,11.5,9,18,12,10,5.5,5,4,"HESP4","9",4.83333333333333,13.3333333333333,11.75,"Northern",2914,NA,NA,NA,NA,NA,NA,NA,NA
"2396","IMS",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",9.8,8,7.5,22,34,31,30,69,41,25,"KLSPC1","9",45,31.6666666666667,7.75,"Southern",2915,NA,NA,NA,NA,NA,NA,NA,NA
"2397","IMS",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",9,15,5,10,25,23,15,14,8,37,"KLSPC2","9",19.6666666666667,21,10,"Southern",2916,NA,NA,NA,NA,NA,NA,NA,NA
"2398","IMS",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",20,49,40,18,35,34,45,17,21,33,"KLSPC3","9",23.6666666666667,38,44.5,"Southern",2917,NA,NA,NA,NA,NA,NA,NA,NA
"2399","IMS",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",25.1,23.5,18,36,33,27,24,112,210,120,"KLSPE1","9",147.333333333333,28,20.75,"Southern",2918,NA,NA,NA,NA,NA,NA,NA,NA
"2400","IMS",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",31.5,135,92,51,30,29,45,91,43,35,"KLSPE2","9",56.3333333333333,34.6666666666667,113.5,"Southern",2919,NA,NA,NA,NA,NA,NA,NA,NA
"2401","IMS",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",10,9,10,11,28,25,21,10,9,8,"KLSPE3","9",9,24.6666666666667,9.5,"Southern",2920,NA,NA,NA,NA,NA,NA,NA,NA
"2402","IMS",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",45,74,89,45,33,28,31,15,13,23,"KLSPE4","9",17,30.6666666666667,81.5,"Southern",2921,NA,NA,NA,NA,NA,NA,NA,NA
"2403","IMS",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",21.5,45,40.5,22,45,43,26,130,36,27,"KLSPE5","9",64.3333333333333,38,42.75,"Southern",2922,NA,NA,NA,NA,NA,NA,NA,NA
"2404","IMS",2017,"Salix pulchra","Common_garden",NA,8,17,"2022",6.5,5,6.5,11,20,16,21,11,5,4,"H17SP3","5",6.66666666666667,19,5.75,"Northern",2923,NA,NA,NA,NA,NA,NA,NA,NA
"2405","IMS",2017,"Salix pulchra","Common_garden",NA,8,17,"2022",4,4.5,9,9,19,21,15,12,3,NA,"H17SP6","5",NA,18.3333333333333,6.75,"Northern",2924,NA,NA,NA,NA,NA,NA,NA,NA
"2406","IMS",2017,"Salix pulchra","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP7","5",NA,NA,NA,"Northern",2925,NA,NA,NA,NA,NA,NA,NA,NA
"2407","IMS",2017,"Salix pulchra","Common_garden",NA,8,17,"2022",16,19,18,11,33,27,20,14,35,14,"KP17SP1","5",21,26.6666666666667,18.5,"Southern",2926,NA,NA,NA,NA,NA,NA,NA,NA
"2408","IMS",2017,"Salix pulchra","Common_garden",NA,8,17,"2022",16,25,16.5,18,22,18,50,46,19,13,"KP17SP2","5",26,30,20.75,"Southern",2927,NA,NA,NA,NA,NA,NA,NA,NA
"2409","IMS",2018,"Salix pulchra","Common_garden",NA,8,17,"2022",4.5,6,5,6,29,32,17,32,21,NA,"H18SP5","4",NA,26,5.5,"Northern",2928,NA,NA,NA,NA,NA,NA,NA,NA
"2410","IMS",2018,"Salix pulchra","Common_garden",NA,8,17,"2022",3.5,3,3.5,4,16,17,14,2,NA,NA,"H18SP4","4",NA,15.6666666666667,3.25,"Northern",2929,NA,NA,NA,NA,NA,NA,NA,NA
"2411","IMS",2018,"Salix pulchra","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP2","4",NA,NA,NA,"Northern",2930,NA,NA,NA,NA,NA,NA,NA,NA
"2412","IMS",2016,"Salix pulchra","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP41","6",NA,NA,NA,"Southern",2931,NA,NA,NA,NA,NA,NA,NA,NA
"2413","IMS",2018,"Salix pulchra","Common_garden",NA,8,17,"2022",4.5,5,3.2,5,22,11,14,7,8,3,"H18SP1","4",6,15.6666666666667,4.1,"Northern",2932,NA,NA,NA,NA,NA,NA,NA,NA
"2414","LB",2016,"Salix richardsonii","Common_garden",NA,8,17,"2022",29,31,34,12,33,30,37,110,90,120,"KP16SR41","6",106.666666666667,33.3333333333333,32.5,"Southern",2933,NA,NA,NA,NA,NA,NA,NA,NA
"2415","LB",2013,"Salix richardsonii","Common_garden",NA,8,17,"2022",113,245,235,120,48,45,34,60,60,100,"KLSRE4","9",73.3333333333333,42.3333333333333,240,"Southern",2934,NA,NA,NA,NA,NA,NA,NA,NA
"2416","LB",2013,"Salix richardsonii","Common_garden",NA,8,17,"2022",127,140,110,60,52,40,45,90,80,80,"KLSRC2","9",83.3333333333333,45.6666666666667,125,"Southern",2935,NA,NA,NA,NA,NA,NA,NA,NA
"2417","LB",2013,"Salix richardsonii","Common_garden",NA,8,17,"2022",15,21,22,10,21,13,29,17,12,12,"HESR3","9",13.6666666666667,21,21.5,"Northern",2936,NA,NA,NA,NA,NA,NA,NA,NA
"2418","LB",2013,"Salix richardsonii","Common_garden",NA,7,23,"2022",12,23,12,15,17,23,25,29,15,23,"HESR2","9",22.3333333333333,21.6666666666667,17.5,"Northern",2937,NA,NA,NA,NA,NA,NA,NA,NA
"2419","LB",2013,"Salix richardsonii","Common_garden",NA,8,17,"2022",8,18,14,15,24,22,16,NA,NA,NA,"HESR4","9",NA,20.6666666666667,16,"Northern",2938,NA,NA,NA,NA,NA,NA,NA,NA
"2420","LB",2015,"Salix richardsonii","Common_garden",NA,8,17,"2022",18,17,14,12,30,22,15,17,10,NA,"H15SR5","7",NA,22.3333333333333,15.5,"Northern",2939,NA,NA,NA,NA,NA,NA,NA,NA
"2421","LB",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",27,36,42,23,45,46,41,90,50,85,"KP17SR1","5",75,44,39,"Southern",2940,NA,NA,NA,NA,NA,NA,NA,NA
"2422","LB",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",34.5,25,34,16,20,17,17,40,25,49,"KP17SR2","5",38,18,29.5,"Southern",2941,NA,NA,NA,NA,NA,NA,NA,NA
"2423","LB",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",34.5,40,45,17,31,29,29,45,23,21,"KP17SR3","5",29.6666666666667,29.6666666666667,42.5,"Southern",2942,NA,NA,NA,NA,NA,NA,NA,NA
"2424","LB",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",27,28,36,20,24,23,24,26,32,18,"KP17SR4","5",25.3333333333333,23.6666666666667,32,"Southern",2943,NA,NA,NA,NA,NA,NA,NA,NA
"2425","LB",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",13,31,11.5,12,35,22,30,25,16,9,"K17SR6","5",16.6666666666667,29,21.25,"Southern",2944,NA,NA,NA,NA,NA,NA,NA,NA
"2426","LB",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",4,10.5,10,11,25,24,23,6,10,5,"H17SR1","5",7,24,10.25,"Northern",2945,NA,NA,NA,NA,NA,NA,NA,NA
"2427","LB",2017,"Salix richardsonii","Common_garden",NA,7,23,"2022",5.5,16,6,13,22,19,28,9,7,7,"H17SR4","5",7.66666666666667,23,11,"Northern",2946,NA,NA,NA,NA,NA,NA,NA,NA
"2428","LB",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",7,14,7,13,41,42,42,13,19,22,"H17SR5","5",18,41.6666666666667,10.5,"Northern",2947,NA,NA,NA,NA,NA,NA,NA,NA
"2429","LB",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",40,30.5,40,12,28,50,33,330,110,180,"PC17SR1","5",206.666666666667,37,35.25,"Southern",2948,NA,NA,NA,NA,NA,NA,NA,NA
"2430","LB",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",35,24,22,15,39,31,38,60,35,30,"PC17SR2","5",41.6666666666667,36,23,"Southern",2949,NA,NA,NA,NA,NA,NA,NA,NA
"2431","LB",2018,"Salix richardsonii","Common_garden",NA,7,23,"2022",5.1,8.4,6.9,8,20,18,21,25,11,15,"H18SR2","4",17,19.6666666666667,7.65,"Northern",2950,NA,NA,NA,NA,NA,NA,NA,NA
"2432","SL",2016,"Salix pulchra","Common_garden",NA,8,17,"2022",6,16.5,11.5,8,25,20,24,11,10,17,"HE16SP15","6",12.6666666666667,23,14,"Northern",2951,NA,NA,NA,NA,NA,NA,NA,NA
"2433","SL",2016,"Salix pulchra","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP24","6",NA,NA,NA,"Southern",2952,NA,NA,NA,NA,NA,NA,NA,NA
"2434","SL",2016,"Salix pulchra","Common_garden",NA,8,17,"2022",12,39,25,15,24,20,23,23,25,43,"PC16CWSP9","6",30.3333333333333,22.3333333333333,32,"Southern",2953,NA,NA,NA,NA,NA,NA,NA,NA
"2435","SL",2016,"Salix pulchra","Common_garden",NA,8,17,"2022",60,38,34,15,54,51,45,390,245,150,"PC16CWSP7","6",261.666666666667,50,36,"Southern",2954,NA,NA,NA,NA,NA,NA,NA,NA
"2436","SL",2017,"Salix pulchra","Common_garden",NA,8,17,"2022",25,42,56,8,42,40,39,340,400,200,"PC17SP1","5",313.333333333333,40.3333333333333,49,"Southern",2955,NA,NA,NA,NA,NA,NA,NA,NA
"2437","SL",2017,"Salix pulchra","Common_garden",NA,8,17,"2022",4,8.5,9.5,12,27,19,25,17,27,35,"PC17SP3","5",26.3333333333333,23.6666666666667,9,"Southern",2956,NA,NA,NA,NA,NA,NA,NA,NA
"2438","SL",2017,"Salix pulchra","Common_garden",NA,8,17,"2022",35.5,61,32,14,34,34,37,170,110,70,"KP17SP5","5",116.666666666667,35,46.5,"Southern",2957,NA,NA,NA,NA,NA,NA,NA,NA
"2439","SL",2018,"Salix pulchra","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP15","4",NA,NA,NA,"Northern",2958,NA,NA,NA,NA,NA,NA,NA,NA
"2440","SL",2018,"Salix pulchra","Common_garden",NA,7,23,"2022",8.5,8,12,8.5,25,18,22,12,15,11,"H18SP11","4",12.6666666666667,21.6666666666667,10,"Northern",2959,NA,NA,NA,NA,NA,NA,NA,NA
"2441","SL",2017,"Salix pulchra","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC17SP4","5",NA,NA,NA,"Southern",2960,NA,NA,NA,NA,NA,NA,NA,NA
"2442","GD",2016,"Salix richardsonii","Common_garden",NA,8,17,"2022",40,44,36,31,48,29,46,250,220,210,"KP16SR36","6",226.666666666667,41,40,"Southern",2961,NA,NA,NA,NA,NA,NA,NA,NA
